billNo,date,time,billType,status,customerName,productName,quantity,unit,rate,lineTotal,lineProfit,gstRate,discount,grandTotal,paidAmount,udharAmount,grossProfit,paymentModes
KOS-2026-005804,2026-06-29,18:46,normal_sale,active,Walk-in,Nivea Cold Cream 60ml,1,piece,128,128,20,18,0,1131.99,1131.99,0,187.64,upi:1131.99
KOS-2026-005804,2026-06-29,18:46,normal_sale,active,Walk-in,Center Fresh Gum (jar pc),11,piece,1.07,11.77,2.42,18,0,1131.99,1131.99,0,187.64,upi:1131.99
KOS-2026-005804,2026-06-29,18:46,normal_sale,active,Walk-in,Tata Tea Gold 500g,1,piece,305,305,40,5,0,1131.99,1131.99,0,187.64,upi:1131.99
KOS-2026-005804,2026-06-29,18:46,normal_sale,active,Walk-in,Kurkure Masala Munch 70g,2,piece,20,40,7,12,0,1131.99,1131.99,0,187.64,upi:1131.99
KOS-2026-005804,2026-06-29,18:46,normal_sale,active,Walk-in,Clinic Plus Shampoo 175ml,3,piece,140,420,66,18,0,1131.99,1131.99,0,187.64,upi:1131.99
KOS-2026-005804,2026-06-29,18:46,normal_sale,active,Walk-in,Amul Masti Dahi 400g,1,piece,40,40,8,5,0,1131.99,1131.99,0,187.64,upi:1131.99
KOS-2026-005804,2026-06-29,18:46,normal_sale,active,Walk-in,Classmate Notebook 172pg,1,piece,60.62,60.62,18.62,12,0,1131.99,1131.99,0,187.64,upi:1131.99
KOS-2026-005804,2026-06-29,18:46,normal_sale,active,Walk-in,Oreo Biscuit 120g,1,piece,35,35,5,18,0,1131.99,1131.99,0,187.64,upi:1131.99
KOS-2026-005803,2026-06-29,18:45,normal_sale,active,Kavita Dsouza,Frooti 200ml,1,piece,10,10,1.5,12,0,10,10,0,1.5,cash:10
KOS-2026-005802,2026-06-29,18:12,normal_sale,active,Walk-in,Wheat Atta (loose),0.25,kg,43.91,10.98,2.98,0,0,381.59,381.59,0,89.59,upi:381.59
KOS-2026-005802,2026-06-29,18:12,normal_sale,active,Walk-in,Horlicks 500g,1,piece,312.9,312.9,67.9,18,0,381.59,381.59,0,89.59,upi:381.59
KOS-2026-005802,2026-06-29,18:12,normal_sale,active,Walk-in,Ginger,0.5,kg,115.42,57.71,18.71,0,0,381.59,381.59,0,89.59,upi:381.59
KOS-2026-005801,2026-06-29,18:06,normal_sale,active,Hotel Green Leaf,Ginger,1,kg,115.42,115.42,37.42,0,6.23,109.19,109,0,31,cash:109
KOS-2026-005800,2026-06-29,18:05,normal_sale,active,Walk-in,Fortune Sunflower Oil 1L,1,piece,167.9,167.9,29.9,5,0,222.14,222.14,0,43.14,cash:222.14
KOS-2026-005800,2026-06-29,18:05,normal_sale,active,Walk-in,Thums Up 750ml,1,piece,41.66,41.66,9.66,28,0,222.14,222.14,0,43.14,cash:222.14
KOS-2026-005800,2026-06-29,18:05,normal_sale,active,Walk-in,Rava / Sooji (loose),0.25,kg,50.32,12.58,3.58,5,0,222.14,222.14,0,43.14,cash:222.14
KOS-2026-005799,2026-06-29,17:30,normal_sale,active,Sanjay Gupta,Haldiram Bhujia 200g,1,piece,57.38,57.38,12.38,12,0,57.38,57.38,0,12.38,cash:57.38
EST-2026-000062,2026-06-29,17:21,estimate,active,Walk-in,Amul Gold Milk 500ml,2,piece,37.73,75.46,15.46,0,0,75.46,75,0,15,cash:75
KOS-2026-005798,2026-06-29,17:19,normal_sale,active,Anita Singh,Bisleri Water 1L,2,piece,20,40,14,18,0,310.14,310.14,0,69.64,cash:310.14
KOS-2026-005798,2026-06-29,17:19,normal_sale,active,Anita Singh,Good Knight Refill 45ml,2,piece,92.07,184.14,40.14,18,0,310.14,310.14,0,69.64,cash:310.14
KOS-2026-005798,2026-06-29,17:19,normal_sale,active,Anita Singh,Everest Turmeric 200g,1,piece,76,76,14,5,0,310.14,310.14,0,69.64,cash:310.14
KOS-2026-005798,2026-06-29,17:19,normal_sale,active,Anita Singh,Frooti 200ml,1,piece,10,10,1.5,12,0,310.14,310.14,0,69.64,cash:310.14
KOS-2026-005797,2026-06-29,17:10,normal_sale,active,Walk-in,Amul Masti Dahi 400g,1,piece,40,40,8,5,0,129.97,129.97,0,28.47,upi:129.97
KOS-2026-005797,2026-06-29,17:10,normal_sale,active,Walk-in,Frooti 200ml,2,piece,10,20,3,12,0,129.97,129.97,0,28.47,upi:129.97
KOS-2026-005797,2026-06-29,17:10,normal_sale,active,Walk-in,Urad Dal (loose),0.5,kg,139.94,69.97,17.47,0,0,129.97,129.97,0,28.47,upi:129.97
KOS-2026-005796,2026-06-29,17:07,normal_sale,active,Smita Rane,Onion,1,kg,35.9,35.9,11.9,0,0,237.71,237.71,0,48.71,upi:237.71
KOS-2026-005796,2026-06-29,17:07,normal_sale,active,Smita Rane,Amul Cheese Slices 200g,1,piece,146.21,146.21,24.21,12,0,237.71,237.71,0,48.71,upi:237.71
KOS-2026-005796,2026-06-29,17:07,normal_sale,active,Smita Rane,Potato,1,kg,27.6,27.6,9.6,0,0,237.71,237.71,0,48.71,upi:237.71
KOS-2026-005796,2026-06-29,17:07,normal_sale,active,Smita Rane,Amul Taaza Milk 500ml,1,piece,28,28,3,0,0,237.71,237.71,0,48.71,upi:237.71
KOS-2026-005795,2026-06-29,16:13,normal_sale,active,Kavita Shaikh,Bingo Mad Angles 66g,1,piece,20.81,20.81,4.31,12,0,174.81,174,0,34.5,cash:174
KOS-2026-005795,2026-06-29,16:13,normal_sale,active,Kavita Shaikh,Toor Dal (loose),0.5,kg,148,74,15,0,0,174.81,174,0,34.5,cash:174
KOS-2026-005795,2026-06-29,16:13,normal_sale,active,Kavita Shaikh,Amul Masti Dahi 400g,2,piece,40,80,16,5,0,174.81,174,0,34.5,cash:174
KOS-2026-005794,2026-06-29,12:46,normal_sale,active,Walk-in,Amul Butter 100g,1,piece,67.48,67.48,13.48,12,0,67.48,67,0,13,cash:67
KOS-2026-005793,2026-06-29,12:25,normal_sale,active,Simran Bhosale,Dettol Antiseptic 250ml,1,piece,172.13,172.13,40.13,18,0,610.53,610,0,121,cash:610
KOS-2026-005793,2026-06-29,12:25,normal_sale,active,Simran Bhosale,Aashirvaad Atta 5kg,1,piece,285,285,40,5,0,610.53,610,0,121,cash:610
KOS-2026-005793,2026-06-29,12:25,normal_sale,active,Simran Bhosale,Garlic,1,kg,153.4,153.4,41.4,0,0,610.53,610,0,121,cash:610
KOS-2026-005792,2026-06-29,10:36,normal_sale,active,Walk-in,Match Box,1,piece,2.12,2.12,1.02,18,0,928.02,928.02,0,156.92,upi:928.02
KOS-2026-005792,2026-06-29,10:36,normal_sale,active,Walk-in,Lizol Floor Cleaner 500ml,4,piece,125,500,80,18,0,928.02,928.02,0,156.92,upi:928.02
KOS-2026-005792,2026-06-29,10:36,normal_sale,active,Walk-in,Nirma Washing Powder 1kg,1,piece,75.9,75.9,17.9,18,0,928.02,928.02,0,156.92,upi:928.02
KOS-2026-005792,2026-06-29,10:36,normal_sale,active,Walk-in,Lifebuoy Soap 125g,1,piece,35,35,7,18,0,928.02,928.02,0,156.92,upi:928.02
KOS-2026-005792,2026-06-29,10:36,normal_sale,active,Walk-in,Mother Dairy Paneer 200g,3,piece,105,315,51,5,0,928.02,928.02,0,156.92,upi:928.02
KOS-2026-005791,2026-06-29,10:06,normal_sale,active,Amit Singh,LED Bulb 9W,4,piece,99,396,84,12,0,800.82,800,0,161.3,cash:800
KOS-2026-005791,2026-06-29,10:06,normal_sale,active,Amit Singh,Real Mixed Fruit Juice 1L,2,piece,131.29,262.58,52.58,12,0,800.82,800,0,161.3,cash:800
KOS-2026-005791,2026-06-29,10:06,normal_sale,active,Amit Singh,Match Box,2,piece,2.12,4.24,2.04,18,0,800.82,800,0,161.3,cash:800
KOS-2026-005791,2026-06-29,10:06,normal_sale,active,Amit Singh,Amul Taaza Milk 500ml,2,piece,28,56,6,0,0,800.82,800,0,161.3,cash:800
KOS-2026-005791,2026-06-29,10:06,normal_sale,active,Amit Singh,AA Battery (2 pc),2,piece,36,72,16,18,0,800.82,800,0,161.3,cash:800
KOS-2026-005791,2026-06-29,10:06,normal_sale,active,Amit Singh,Frooti 200ml,1,piece,10,10,1.5,12,0,800.82,800,0,161.3,cash:800
KOS-2026-005790,2026-06-29,09:36,normal_sale,active,Walk-in,Farm Eggs,1,piece,8.58,8.58,2.38,0,0,352.84,352.84,0,73.34,upi:352.84
KOS-2026-005790,2026-06-29,09:36,normal_sale,active,Walk-in,Agarbatti Pack (20 sticks),2,piece,30,60,12,12,0,352.84,352.84,0,73.34,upi:352.84
KOS-2026-005790,2026-06-29,09:36,normal_sale,active,Walk-in,Dove Soap 100g,1,piece,68,68,13,18,0,352.84,352.84,0,73.34,upi:352.84
KOS-2026-005790,2026-06-29,09:36,normal_sale,active,Walk-in,Parle-G Biscuit 100g,1,piece,11,11,2.7,18,0,352.84,352.84,0,73.34,upi:352.84
KOS-2026-005790,2026-06-29,09:36,normal_sale,active,Walk-in,Amul Gold Milk 500ml,3,piece,37.73,113.19,23.19,0,0,352.84,352.84,0,73.34,upi:352.84
KOS-2026-005790,2026-06-29,09:36,normal_sale,active,Walk-in,Good Knight Refill 45ml,1,piece,92.07,92.07,20.07,18,0,352.84,352.84,0,73.34,upi:352.84
KOS-2026-005789,2026-06-29,09:32,normal_sale,active,Meena Deshmukh,Horlicks 500g,1,piece,312.9,312.9,67.9,18,0,542.08,542.08,0,111.08,cash:542.08
KOS-2026-005789,2026-06-29,09:32,normal_sale,active,Meena Deshmukh,Amul Gold Milk 500ml,2,piece,37.73,75.46,15.46,0,0,542.08,542.08,0,111.08,cash:542.08
KOS-2026-005789,2026-06-29,09:32,normal_sale,active,Meena Deshmukh,Lays Classic Salted 52g,1,piece,21.82,21.82,5.32,12,0,542.08,542.08,0,111.08,cash:542.08
KOS-2026-005789,2026-06-29,09:32,normal_sale,active,Meena Deshmukh,Lizol Floor Cleaner 500ml,1,piece,125,125,20,18,0,542.08,542.08,0,111.08,cash:542.08
KOS-2026-005789,2026-06-29,09:32,normal_sale,active,Meena Deshmukh,Potato,0.25,kg,27.6,6.9,2.4,0,0,542.08,542.08,0,111.08,cash:542.08
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Kurkure Masala Munch 70g,2,piece,20,40,7,12,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Amul Taaza Milk 500ml,1,piece,28,28,3,0,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Agarbatti Pack (20 sticks),1,piece,30,30,6,12,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Moong Dal (loose),2,kg,129.02,258.04,66.04,0,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Vim Dishwash Bar 200g,1,piece,21.3,21.3,5.3,18,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Reynolds Pen,1,piece,10,10,3,12,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Everest Turmeric 200g,1,piece,76,76,14,5,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Britannia Marie Gold 250g,1,piece,40.88,40.88,7.88,18,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Farm Eggs,1,piece,8.58,8.58,2.38,0,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Britannia Brown Bread,4,piece,50,200,32,0,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Sona Masoori Rice (loose),0.5,kg,63.6,31.8,8.8,0,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005788,2026-06-29,09:25,normal_sale,active,Imran Dsouza,Oreo Biscuit 120g,1,piece,35,35,5,18,0,779.6,779.6,0,160.4,cash:779.6
KOS-2026-005787,2026-06-29,09:12,normal_sale,active,Ashok Jadhav,Ginger,1,kg,115.42,115.42,37.42,0,0,155.42,155,0,45,cash:155
KOS-2026-005787,2026-06-29,09:12,normal_sale,active,Ashok Jadhav,Coca-Cola 750ml,1,piece,40,40,8,28,0,155.42,155,0,45,cash:155
KOS-2026-005786,2026-06-29,08:40,normal_sale,active,Vaishali Pawar,Maggi Noodles 70g,2,piece,14.47,28.94,5.94,12,0,684.94,684.94,0,109.94,upi:684.94
KOS-2026-005786,2026-06-29,08:40,normal_sale,active,Vaishali Pawar,Oreo Biscuit 120g,2,piece,35,70,10,18,0,684.94,684.94,0,109.94,upi:684.94
KOS-2026-005786,2026-06-29,08:40,normal_sale,active,Vaishali Pawar,AA Battery (2 pc),1,piece,36,36,8,18,0,684.94,684.94,0,109.94,upi:684.94
KOS-2026-005786,2026-06-29,08:40,normal_sale,active,Vaishali Pawar,Britannia Brown Bread,4,piece,50,200,32,0,0,684.94,684.94,0,109.94,upi:684.94
KOS-2026-005786,2026-06-29,08:40,normal_sale,active,Vaishali Pawar,Coca-Cola 750ml,1,piece,40,40,8,28,0,684.94,684.94,0,109.94,upi:684.94
KOS-2026-005786,2026-06-29,08:40,normal_sale,active,Vaishali Pawar,Ariel Detergent 1kg,2,piece,155,310,46,18,0,684.94,684.94,0,109.94,upi:684.94
KOS-2026-005785,2026-06-29,08:35,normal_sale,active,Harshada Kadam,Sprite 750ml,1,piece,42.51,42.51,10.51,28,0,122.51,122.51,0,26.51,upi:122.51
KOS-2026-005785,2026-06-29,08:35,normal_sale,active,Harshada Kadam,Coca-Cola 750ml,2,piece,40,80,16,28,0,122.51,122.51,0,26.51,upi:122.51
KOS-2026-005784,2026-06-29,08:26,normal_sale,active,Manisha Rane,Wheat Atta (loose),0.5,kg,43.91,21.96,5.96,0,0,21.96,21.96,0,5.96,upi:21.96
KOS-2026-005783,2026-06-28,21:40,normal_sale,active,Walk-in,Maggi Noodles 70g,1,piece,14.47,14.47,2.97,12,0,14.47,14.47,0,2.97,cash:14.47
KOS-2026-005782,2026-06-28,21:06,normal_sale,active,Manisha Rane,Frooti 200ml,1,piece,10,10,1.5,12,0,10,10,0,1.5,upi:10
KOS-2026-005781,2026-06-28,20:39,normal_sale,active,Anita Khan,Farm Eggs,2,piece,8.58,17.16,4.76,0,0,155.16,155.16,0,26.76,upi:155.16
KOS-2026-005781,2026-06-28,20:39,normal_sale,active,Anita Khan,Agarbatti Pack (20 sticks),1,piece,30,30,6,12,0,155.16,155.16,0,26.76,upi:155.16
KOS-2026-005781,2026-06-28,20:39,normal_sale,active,Anita Khan,Maggi Noodles 8-pack,1,piece,108,108,16,12,0,155.16,155.16,0,26.76,upi:155.16
KOS-2026-005780,2026-06-28,20:13,normal_sale,active,Smita Rane,Bingo Mad Angles 66g,1,piece,20.81,20.81,4.31,12,0,703.19,703.19,0,125.19,upi:703.19
KOS-2026-005780,2026-06-28,20:13,normal_sale,active,Smita Rane,Fortune Sunflower Oil 1L,1,piece,167.9,167.9,29.9,5,0,703.19,703.19,0,125.19,upi:703.19
KOS-2026-005780,2026-06-28,20:13,normal_sale,active,Smita Rane,Thums Up 750ml,2,piece,41.66,83.32,19.32,28,0,703.19,703.19,0,125.19,upi:703.19
KOS-2026-005780,2026-06-28,20:13,normal_sale,active,Smita Rane,Nescafe Classic 50g,2,piece,200.58,401.16,65.16,18,0,703.19,703.19,0,125.19,upi:703.19
KOS-2026-005780,2026-06-28,20:13,normal_sale,active,Smita Rane,Reynolds Pen,1,piece,10,10,3,12,0,703.19,703.19,0,125.19,upi:703.19
KOS-2026-005780,2026-06-28,20:13,normal_sale,active,Smita Rane,Kurkure Masala Munch 70g,1,piece,20,20,3.5,12,0,703.19,703.19,0,125.19,upi:703.19
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Agarbatti Pack (20 sticks),2,piece,30,60,12,12,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Britannia Brown Bread,1,piece,50,50,8,0,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Dairy Milk 50g,1,piece,43.88,43.88,9.88,18,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Moong Dal (loose),1,kg,129.02,129.02,33.02,0,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Coca-Cola 750ml,1,piece,40,40,8,28,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Bisleri Water 1L,3,piece,20,60,21,18,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Real Mixed Fruit Juice 1L,2,piece,131.29,262.58,52.58,12,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Thums Up 750ml,2,piece,41.66,83.32,19.32,28,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Onion,0.5,kg,35.9,17.95,5.95,0,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005779,2026-06-28,20:09,normal_sale,active,Walk-in,Chana Dal (loose),1,kg,92,92,18,0,0,838.75,838.75,0,187.75,cash:562|upi:276.75
KOS-2026-005778,2026-06-28,20:08,normal_sale,active,Hotel Green Leaf,Ariel Detergent 1kg,1,piece,155,155,23,18,0,198.88,0,198.88,32.88,
KOS-2026-005778,2026-06-28,20:08,normal_sale,active,Hotel Green Leaf,Dairy Milk 50g,1,piece,43.88,43.88,9.88,18,0,198.88,0,198.88,32.88,
KOS-2026-005777,2026-06-28,19:48,normal_sale,active,Walk-in,Amul Taaza Milk 500ml,2,piece,28,56,6,0,0,375.47,375.47,0,48.97,upi:375.47
KOS-2026-005777,2026-06-28,19:48,normal_sale,active,Walk-in,Tata Tea Gold 500g,1,piece,305,305,40,5,0,375.47,375.47,0,48.97,upi:375.47
KOS-2026-005777,2026-06-28,19:48,normal_sale,active,Walk-in,Maggi Noodles 70g,1,piece,14.47,14.47,2.97,12,0,375.47,375.47,0,48.97,upi:375.47
KOS-2026-005776,2026-06-28,19:29,normal_sale,active,Walk-in,Center Fresh Gum (jar pc),2,piece,1.07,2.14,0.44,18,0,2.14,2.14,0,0.44,cash:2.14
KOS-2026-005775,2026-06-28,19:28,normal_sale,active,Walk-in,Bingo Mad Angles 66g,1,piece,20.81,20.81,4.31,12,0,20.81,20.81,0,4.31,upi:20.81
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Aashirvaad Atta 5kg,1,piece,285,285,40,5,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Haldiram Bhujia 200g,3,piece,57.38,172.14,37.14,12,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Whisper Ultra 15 pads,1,piece,175,175,27,12,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Amul Masti Dahi 400g,1,piece,40,40,8,5,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Sugar (loose),1,kg,49.89,49.89,8.89,5,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Amul Taaza Milk 500ml,2,piece,28,56,6,0,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Dhara Mustard Oil 1L,1,piece,191.57,191.57,39.57,5,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Horlicks 500g,2,piece,312.9,600.8,110.8,18,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Ginger,1,kg,115.42,115.42,37.42,0,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Match Box,3,piece,2.12,6.36,3.06,18,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Fortune Sunflower Oil 1L,1,piece,167.9,167.9,29.9,5,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005774,2026-06-28,18:46,normal_sale,active,Walk-in,Coca-Cola 750ml,3,piece,40,120,24,28,0,1980.08,1980.08,0,371.78,cash:1980.08
KOS-2026-005773,2026-06-28,18:36,normal_sale,active,Walk-in,Center Fresh Gum (jar pc),1,piece,1.07,1.07,0.22,18,0,159.54,159.54,0,31.59,cash:159.54
KOS-2026-005773,2026-06-28,18:36,normal_sale,active,Walk-in,Rajma (loose),0.5,kg,138,69,15,0,0,159.54,159.54,0,31.59,cash:159.54
KOS-2026-005773,2026-06-28,18:36,normal_sale,active,Walk-in,Maggi Noodles 70g,2,piece,14.47,28.94,5.94,12,0,159.54,159.54,0,31.59,cash:159.54
KOS-2026-005773,2026-06-28,18:36,normal_sale,active,Walk-in,Parle-G Biscuit 100g,2,piece,11,22,5.4,18,0,159.54,159.54,0,31.59,cash:159.54
KOS-2026-005773,2026-06-28,18:36,normal_sale,active,Walk-in,5 Star 25g,1,piece,10.53,10.53,2.03,18,0,159.54,159.54,0,31.59,cash:159.54
KOS-2026-005773,2026-06-28,18:36,normal_sale,active,Walk-in,Amul Taaza Milk 500ml,1,piece,28,28,3,0,0,159.54,159.54,0,31.59,cash:159.54
KOS-2026-005772,2026-06-28,18:35,normal_sale,active,Hotel Green Leaf,Garlic,0.5,kg,153.4,76.7,20.7,0,0,451.03,225,226.03,82.53,cash:225
KOS-2026-005772,2026-06-28,18:35,normal_sale,active,Hotel Green Leaf,Lays Classic Salted 52g,1,piece,21.82,21.82,5.32,12,0,451.03,225,226.03,82.53,cash:225
KOS-2026-005772,2026-06-28,18:35,normal_sale,active,Hotel Green Leaf,Sprite 750ml,1,piece,42.51,42.51,10.51,28,0,451.03,225,226.03,82.53,cash:225
KOS-2026-005772,2026-06-28,18:35,normal_sale,active,Hotel Green Leaf,Ariel Detergent 1kg,2,piece,155,310,46,18,0,451.03,225,226.03,82.53,cash:225
KOS-2026-005771,2026-06-28,18:27,normal_sale,active,Walk-in,Thums Up 750ml,1,piece,41.66,41.66,9.66,28,0,170.25,170.25,0,36.25,cash:170.25
KOS-2026-005771,2026-06-28,18:27,normal_sale,active,Walk-in,Frooti 200ml,1,piece,10,10,1.5,12,0,170.25,170.25,0,36.25,cash:170.25
KOS-2026-005771,2026-06-28,18:27,normal_sale,active,Walk-in,Parachute Coconut Oil 200ml,1,piece,104.12,104.12,22.12,18,0,170.25,170.25,0,36.25,cash:170.25
KOS-2026-005771,2026-06-28,18:27,normal_sale,active,Walk-in,Maggi Noodles 70g,1,piece,14.47,14.47,2.97,12,0,170.25,170.25,0,36.25,cash:170.25
KOS-2026-005770,2026-06-28,18:18,normal_sale,active,Walk-in,Parachute Coconut Oil 200ml,2,piece,104.12,208.24,44.24,18,0,208.24,208,0,44,cash:208
KOS-2026-005769,2026-06-28,12:54,normal_sale,active,Ganesh Chavan,Basmati Rice Premium (loose),0.25,kg,133.1,33.28,10.28,0,0,151.28,151.28,0,30.28,upi:151.28
KOS-2026-005769,2026-06-28,12:54,normal_sale,active,Ganesh Chavan,Vim Liquid 500ml,1,piece,118,118,20,18,0,151.28,151.28,0,30.28,upi:151.28
